"word" "definition"
"양-웅" "중국 전한의 학자ㆍ문인(B.C.53~A.D.18). 자는 자운(子雲). 성제(成帝) 때에 궁정 문인이 되어 성제의 사치를 풍자한 문장을 남겼다. 후에 왕망(王莽) 정권을 찬미하는 글을 써 비난을 받기도 하였다. 작품에 , , 저서에 ≪법언(法言)≫, ≪태현(太玄)≫ 따위가 있다."
