"word" "definition"
"모음^조화" "두 음절 이상의 단어에서, 뒤의 모음이 앞 모음의 영향으로 그와 가깝거나 같은 소리로 되는 언어 현상. ‘ㅏ’, ‘ㅗ’ 따위의 양성 모음은 양성 모음끼리, ‘ㅓ’, ‘ㅜ’ 따위의 음성 모음은 음성 모음끼리 어울리는 현상이다. ‘깎아’, ‘숨어’, ‘알록달록’, ‘얼룩덜룩’, ‘갈쌍갈쌍’, ‘글썽글썽’, ‘졸졸’, ‘줄줄’ 따위가 있다. ≒홀소리고름ㆍ홀소리어울림."
