"word" "definition"
"음향^심리학" "청각에 관한 여러 현상을 다루는 심리학. 독일의 쿠르츠(Kurtz, E.) 등이 주창한 것으로 음악 재능, 음악 학습, 음악 요법 따위가 있다."
