"word" "definition"
"아시아^의원^연맹" "자유 진영에 속하는 아시아 여러 나라의 국회 의원이 정치, 경제, 문화 등의 각 방면에서 협력하고 결속을 강화하기 위하여 결성한 단체. 1965년에 발족하였으며 가맹국은 한국, 대만, 일본, 필리핀, 말레이시아, 파키스탄, 인도, 스리랑카의 8개국이다. ≒아시아 국회 의원 연맹ㆍ에이피유(APU)."
