"word" "definition"
"노비-안" "고려ㆍ조선 시대에 작성하던 노비의 호적. 일반적으로 공노비안을 이르는데, 고려 시대에는 형부의 상서도관에서 맡아보았고, 조선 시대에는 중앙의 장례원과 지방의 수령이 3년마다 속안(續案)을 작성하고 20년마다 정안(正案)을 작성하여 형조, 의정부, 장례원, 사섬시, 본사(本司), 본도(本道), 본읍(本邑)에 보관하였다."
