"word" "definition"
"내다" "【…으로 …을】‘나다01[Ⅰ][1]「2」’의 사동사."
"내다" "‘나다01[Ⅰ][1]「3」’의 사동사."
"내다" "‘나다01[Ⅰ][1]「4」’의 사동사."
"내다" "‘나다01[Ⅰ][7]「2」’의 사동사."
"내다" "가게 따위를 새로 차리다."
"내다" "거름 따위를 논밭에 가져가다."
"내다" "모나 모종을 옮겨 심다."
"내다" "예술 작품을 출품하다."
"내다" "【…을 …으로】안에서 밖으로 옮기다."
"내다" "선거에 후보를 추천하다."
"내다" "‘나다01[Ⅰ][3]「1」’의 사동사."
"내다" "‘나다01[Ⅰ][3]「2」’의 사동사."
"내다" "‘나다01[Ⅰ][3]「3」’의 사동사."
"내다" "문서, 서류, 편지 따위를 제출하거나 보내다."
"내다" "곡식이나 음식물 따위를 팔려고 내놓다."
"내다" "먹을 것이나 마실 것을 대접하려고 제공하다."
"내다" "돈이나 물건 따위를 주거나 바치다."
"내다" "‘나다01[Ⅰ][2]「3」’의 사동사."
"내다" "‘나다01[Ⅰ][2]「4」’의 사동사."
"내다" "‘나다01[Ⅰ][4]「3」’의 사동사."
"내다" "‘나다01[Ⅰ][5]「4」’의 사동사."
"내다" "‘나다01[Ⅰ][5]「5」’의 사동사."
"내다" "‘나다01[Ⅰ][5]「6」’의 사동사."
"내다" "출판물을 발행하다."
"내다" "말미를 얻다."
"내다" "성적을 처리하다."
"내다" "다른 사람의 모양이나 행동을 따라 하다."
"내다" "돈을 얻다."
"내다" "『북한어』배를 물 위에 띄우다."
"내다" "((동사 뒤에서 ‘-어 내다’ 구성으로 쓰여))"
"내다" "앞말이 뜻하는 행동이 스스로의 힘으로 끝내 이루어짐을 나타내는 말. 주로 그 행동이 힘든 과정임을 보일 때 쓴다."
