"word" "definition"
"사물-기원" "중국 송나라의 고승(高丞)이 편찬한 유서(類書). 천지, 산천, 조수(鳥獸), 초목, 음양, 예악, 제도를 , ,  따위의 55부(部)로 나누어 사물의 유래를 상세히 설명하였다. 원본은 20권 217사(事)였으며, 오늘날에 전하는 것은 후세 사람이 10권 1,765사를 모아서 기록한 것이다."
