"word" "definition"
"김-팔봉" "소설가ㆍ평론가(1903~1985). 본명은 기진(基鎭). 호는 여덟뫼ㆍ팔봉산인(八峰山人)ㆍ동초(東初)ㆍ구준의(具準儀). ≪백조≫ 동인으로 활동하였으며, 토월회를 조직하였고, 1923년 ≪개벽≫에 처음으로 프롤레타리아 문학 이론을 소개하였다. 이후 카프(KAPF) 발기인으로 프롤레타리아 문학 운동에 참여하였다. 작품에 , ,  따위가 있다. "
