"word" "definition"
"작스" "독일의 시인ㆍ작곡가(1494~1576). 재봉사의 아들로 태어나 평생을 제화업에 종사하는 한편, 6,000여 편의 시를 썼다. 사육제극(謝肉祭劇)에 처음으로 문학성을 부여하였으며, 16세기 독일 시민 문화를 대표하였다."
