"word" "definition"
"이-금룡" "영화배우(1904~1955). 20세에 나운규의 에 단역으로 데뷔하여 그 뒤 , , ,  따위에 출연하여 연기력을 인정받았다. 그의 공로를 기려 ‘금룡상’이 제정되었다."
