"word" "definition"
"곱-집합" "두 집합의 원소들을 하나씩 뽑아 짝지은 원소 전체로 이루어진 집합. A=a, b, B=x, y일 때, A와 B의 곱집합 (A×B)은 (a, x), (a, y), (b, x), (b, y)이다. ≒직적 집합."
