"word" "definition"
"삼십육-금" "십이지(十二支)에 각각 셋씩 배분한 서른여섯 가지의 짐승. 곧 자(子)에 제비ㆍ쥐ㆍ박쥐, 축(丑)에 소ㆍ게ㆍ자라, 인(寅)에 너구리ㆍ표범ㆍ호랑이, 묘(卯)에 고슴도치ㆍ토끼ㆍ오소리, 진(辰)에 용ㆍ교룡ㆍ물고기, 사(巳)에 드렁허리ㆍ지렁이ㆍ뱀, 오(午)에 사슴ㆍ말ㆍ노루, 미(未)에 양ㆍ기러기ㆍ매, 신(申)에 고양이ㆍ원숭이ㆍ긴팔원숭이[猴], 유(酉)에 까마귀ㆍ닭ㆍ꿩, 술(戌)에 개ㆍ이리ㆍ승냥이, 해(亥)에 돼지[豕]ㆍ돼지[猪]ㆍ멧돼지가 있다."
