"word" "definition"
"암화" "나방이나 모기 따위의 곤충류에서, 야생형보다 멜라닌을 몸 겉면에 더 많이 포함하는 현상. 돌연변이에 의하여 생기는 것도 있고 외부 생활에 의하여 생기는 것도 있다. ≒흑화."
