"word" "definition"
"익재-소악부" "고려 말기에 이제현이 한문으로 번역한 가집(歌集). ≪익재난고≫ 권 4에 , ,  따위를 의역한 시 8수와 출처를 알 수 없는 시 3수가 실려 있다."
