"word" "definition"
"경묘-법" "옛날 중국에서 토지를 측량할 때 쓰던 면적 단위법. 전한(前漢) 이전에는 6자 평방의 넓이를 1보(步), 100보의 넓이를 1묘(畝), 100묘의 넓이를 1경(頃) 또는 1부(夫)라 하였고, 전한 이후부터는 5자 평방의 넓이를 1보, 240보의 넓이를 1묘,  100묘의 넓이를 1경으로 하였다. 우리나라에서도 고구려와 조선 세종 때, 이를 중국으로부터 받아들이어 한때 토지 측량에 사용하였다. "
