"word" "definition"
"스위치" "『전기』전기 회로를 이었다 끊었다 하는 장치. 보통 전등, 라디오, 텔레비전 따위의 전기 기구를 손으로 올리고 내리거나 누르거나 틀어서 작동하는 부분을 이른다. ‘여닫개’로 순화. ≒개폐기ㆍ여닫개「2」ㆍ전기 개폐기ㆍ접선기."
"스위치" "『운동』야구에서, 부진한 투수를 교체하는 일."
"스위치" "『운동』레슬링에서, 공수(攻守)의 상황을 역전시키는 일. 또는 그런 기술. "
