"word" "definition"
"숨진-옷" "초혼(招魂)할 때 쓰는, 망인(亡人)이 생전에 입던 옷."
"숨진-옷" "장례를 치를 때까지 지붕 위에 얹어 놓던, 망인의 저고리."
