"word" "definition"
"황철나무-잎벌레" "잎벌렛과의 곤충. 몸의 길이는 1cm 정도이며, 머리ㆍ가슴ㆍ더듬이ㆍ다리는 검은색이고 딱지날개는 광택이 있는 붉은 갈색이며, 앞등판의 양옆에는 세로로 된 주름이 있는데 거친 모양의 점각(點刻)을 볼 수 있다. 황철나무, 버드나무 따위의 해충으로 한국, 일본, 중국 등지에 분포한다. ≒사시나무잎벌레. (Chrysomela populi)"
