"word" "definition"
"가이거ㆍ뮐러^계수기" "방사선 검출기의 하나. 금속 원통에 아르곤 따위의 가스를 넣고 중심축에 맨 철사를 양극으로 하여, 1,000볼트 전후의 전압을 통하게 하여 방사선이 입사(入射)하면 방전이 일어나는데, 이 방전을 계측하여 방사선을 검출해 내는 장치이다. 1928년 독일의 물리학자 가이거와 뮐러가 만들었다. ≒가이거 계수관「2」 ㆍ가이거 계수기「2」 ㆍ가이거관「2」 ㆍ가이거ㆍ뮐러 계수관ㆍ지엠 계수기ㆍ첨단 계수기."
