"word" "definition"
"대다" "정해진 시간에 닿거나 맞추다."
"대다" "((주로 ‘대고’ 꼴로 쓰여))"
"대다" "어떤 것을 목표로 삼거나 향하다."
"대다" "무엇을 어디에 닿게 하다."
"대다" "어떤 도구나 물건을 써서 일을 하다."
"대다" "차, 배 따위의 탈것을 멈추어 서게 하다."
"대다" "돈이나 물건 따위를 마련하여 주다."
"대다" "무엇을 덧대거나 뒤에 받치다."
"대다" "어떤 것을 목표로 하여 총, 호스 따위를 겨냥하다."
"대다" "노름, 내기 따위에서 돈이나 물건을 걸다."
"대다" "사람을 구해서 소개해 주다."
"대다" "【…을 …으로】어떤 곳에 물을 끌어 들이다."
"대다" "【…을 …으로】【(…과) …을】((‘…과’가 나타나지 않을 때는 여럿임을 뜻하는 말이 주어로 온다))잇닿게 하거나 관계를 맺다."
"대다" "【(…과) …을】((‘…과’가 나타나지 않을 때는 여럿임을 뜻하는 말이 주어로 온다))다른 사람과 신체의 일부분을 닿게 하다."
"대다" "【(…과) …을】【…을 (…과)】((‘…과’가 나타나지 않을 때는 여럿임을 뜻하는 말이 주어나 목적어로 온다))((흔히 ‘대, 대면’ 꼴로 쓰이거나 ‘-어 보다’ 구성으로 쓰여))서로 견주어 비교하다."
"대다" "이유나 구실을 들어 보이다."
"대다" "어떤 사실을 드러내어 말하다."
"대다" "『북한어』서로 엇서다."
"대다" "((동사 뒤에서 ‘-어 대다’ 구성으로 쓰여))앞말이 뜻하는 행동을 반복하거나 그 행동의 정도가 심함을 나타내는 말."
