"word" "definition"
"통운" "운(韻)이 서로 통함."
"통운" "『문학』한시(漢詩)의 압운에서 서로 통할 수 있는 운. 운복(韻腹), 운미(韻尾)가 서로 같은 운이다."
"통운" "『언어』중국 음운에서, 모음이 같은 문자를 정리한 것을 이르는 말. 6세기경 인도에서 범문을 가르치기 위하여 식자용 자모표(識字用字母表)인 실담(悉曇)이 중국에 전래되어 중국 음의 자음과 모음을 정리하게 되었다."
