"word" "definition"
"안개-꽃" "석죽과의 한 속(屬). 아시아ㆍ아프리카 등지에 60종 이상이 있는데, 원예에서 재배되는 것은 2종이다."
"안개-꽃" "석죽과의 내한성 한해살이풀. 높이는 40~50cm이며, 잎은 마주나고 긴 타원형이다. 5~6월에 잘고 흰 꽃이 무리를 지어 핀다. 분홍색 꽃이 피는 품종도 있다. 관상용이고 캅카스 지방이 원산지다. (Gypsophila elegans) "
