"word" "definition"
"붉은-바다거북" "바다거북과의 하나. 등딱지의 길이는 1미터 정도이고 몸무게는 150kg 정도가 보통이나 400kg에 이르는 것도 있다. 몸은 붉은 갈색에 등딱지는 갈색, 아래쪽은 누런색을 띤다. 등딱지의 측판(側板)은 대여섯 쌍이고 네 다리는 지느러미 모양으로 넓적하며 발톱은 두 개인데 자라면 한 개가 되는 것이 보통이다. 잡식성으로 어류, 갑각류, 연체동물, 해파리, 해초 따위를 먹는다. 6~7월에 바닷가 모래밭에 올라 10~170개의 알을 낳으며 열대, 아열대 및 온대의 바다에 널리 분포한다. ≒붉은거북. (Caretta caretta)"
