"word" "definition"
"바둑-판" "바둑을 두는 판. 네모진 나무 판 위에 가로세로 각각 열아홉 줄을 그어 생긴 361개의 십자형이 있으며 한 십자형을 한 집이라고 한다. ≒기반02(棋盤)ㆍ기평01(棋枰).  "
