"word" "definition"
"정-정렬" "판소리의 명창(1876~1938). 정창업(鄭昌業)과 이날치에게 배우고, 송만갑ㆍ이동백 등과 함께 ‘조선 성악 연구회’를 조직하여 창극의 정립에 힘썼다. 취입 음반으로 , ,  따위가 있다."
