"word" "definition"
"구덕" "구공(九功)의 덕(德). 수(水), 화(火), 금(金), 목(木), 토(土), 곡(穀), 정덕(正德), 이용(利用), 후생(厚生)의 덕을 이른다."
"구덕" "아홉 가지의 덕. 충(忠), 신(信), 경(敬), 강(剛), 유(柔), 화(和), 고(固), 정(貞), 순(順)을 이른다."
