"word" "definition"
"돌아-가다" "물체가 일정한 축을 중심으로 원을 그리면서 움직여 가다."
"돌아-가다" "일이나 형편이 어떤 상태로 진행되어 가다."
"돌아-가다" "어떤 것이 차례로 전달되다."
"돌아-가다" "차례대로 순번을 옮겨 가다."
"돌아-가다" "기능이 제대로 작동하다."
"돌아-가다" "돈이나 물건 따위의 유통이 원활하다."
"돌아-가다" "정신을 차릴 수 없게 아찔하다."
"돌아-가다" "((주로 ‘-시-’와 결합한 꼴로 쓰여))‘죽다01[Ⅰ]「1」’의 높임말."
"돌아-가다" "원래의 있던 곳으로 다시 가거나 다시 그 상태가 되다."
"돌아-가다" "차례나 몫, 승리, 비난 따위가 개인이나 단체, 기구, 조직 따위의 차지가 되다."
"돌아-가다" "일이나 형편이 어떤 상태로 끝을 맺다."
"돌아-가다" "원래의 방향에서 다른 곳을 향한 상태가 되다."
"돌아-가다" "먼 쪽으로 둘러서 가다."
"돌아-가다" "어떤 장소를 끼고 원을 그리듯이 방향을 바꿔 움직여 가다."
"돌아-가다" "일정한 구역 안을 이리저리 왔다 갔다 하다."
