"word" "definition"
"베고니아" "베고니아과의 원예 화초를 통틀어 이르는 말. 프랑스의 식물 애호가 베공(Begon, M.)의 이름에서 유래되었다. 800여 종이 열대, 아열대에 널리 분포한다."
"베고니아" "베고니아과의 상록 여러해살이풀. 높이는 60cm 정도이며, 잎은 갸름한 심장 모양이고 전체가 누런 녹색이며, 흰 얼룩점이 드문드문 있고 뒷면의 잎맥은 붉다. 9월쯤 가지 끝에서 선홍색의 크고 아름다운 꽃송이를 이루어 핀다. 번식은 꺾꽂이로 한다. ≒난장초ㆍ단장화. (Begonia evansiana)"
