"word" "definition"
"단시간^운전" "전동기의 작업 시간은 짧고 휴식 시간은 충분히 긴 운전 상태. 이때 전동기의 온도 상승은 안정 온도에 이르지 못하고 주위 온도까지만 이른다. 단시간용 전동기는 10, 30, 60, 90분용으로 만든다."
