"word" "definition"
"재-두루미" "두루밋과의 새. 몸의 길이는 1.2미터, 편 날개의 길이는 1.8미터 정도이며, 목과 날개는 흰색, 그 밖의 부분은 잿빛을 띤 흑색이고 얼굴, 이마는 털이 없는 붉은색이다. 부리는 누런빛을 띤 녹색, 다리는 붉은색이다. 시베리아 동남부, 몽골, 만주 등지에서 번식하는데 한국, 일본, 중국, 대만 등지에서 겨울을 보낸다. 천연기념물 제203호. ≒창계(鶬鷄)「1」ㆍ창괄(鶬鴰)「1」. (Grus vipio) "
