"word" "definition"
"건식^방사법" "화학 섬유를 만드는 방법의 하나. 증발하기 쉬운 용매에 고분자 물질을 녹인 방사액을 노즐을 통하여 공기나 비활성 가스 속으로 내뿜은 후, 용매를 증발시켜 섬유를 만든다. ≒건식 방사."
