"word" "definition"
"이십오^보살" "염불을 하여 극락왕생을 원하는 사람을 지켜 주는 스물다섯 보살. 관세음, 대세지, 약왕, 약상(藥上), 보현, 법자재왕(法自在王), 사자후, 다라니, 허공장, 덕장(德藏), 보장(寶藏), 금장(金藏), 금강장(金剛藏), 산해혜(山海慧), 광명왕(光明王), 화엄왕(華嚴王), 중보왕(衆寶王), 월광왕(月光王), 일조왕(日照王), 삼매왕(三昧王), 정자재왕(定自在王), 대자재왕(大自在王), 백상왕(白象王), 대위덕왕(大威德王), 무변신(無邊身)의 보살이다."
