"word" "definition"
"중층" "위층과 아래층 사이의 가운데 층. ≒중간층「1」."
"중층" "계급이나 신분, 지위 따위가 가운데인 계층."
"중층" "여러 층으로 된 것의, 가운데를 이루는 층. ≒중간층「2」."
