"word" "definition"
"보호기자재" "전기 부문에서 일할 때 일어날 수 있는 재해를 미리 막기 위하여 쓰는 기구. 전기용 고무장갑, 고무장화, 절연 덧옷, 절연 막대기, 절연 집게, 검전기, 집게총 변성기, 절연 손잡이가 달린 공구 따위가 있으며, 추락ㆍ타격 및 화상 사고를 막기 위한 것으로 안전띠, 안전 모자, 내화 장갑, 보안경 따위가 있다."
