"word" "definition"
"칠첩-반상" "밥, 국, 김치, 장류, 조치 이외에 숙채, 생채, 구이, 조림, 전유어, 마른반찬, 회 따위의 반찬을 담은 접시가 일곱인 밥상. 또는 그런 밥상에 쓰는 그릇 한 벌."
