"word" "definition"
"안데르센" "덴마크의 동화 작가ㆍ소설가(1805~1875). 서정적인 서술로 그려진 아름다운 환상의 세계와 인본주의적 인간애가 넘치는 동화를 썼다. 작품에 , ,  따위가 있다."
