"word" "definition"
"요한^서신" "신약 성경에서, 요한이 쓴 세 편의 편지. , , 를 이른다. 하나님의 사랑과 교회의 윤리에 관하여 기록하였다. 1세기 말경에 쓴 것이다. ≒요한서ㆍ요한 서한."
