"word" "definition"
"이-은상" "시조 시인(1903~1982). 호는 노산(鷺山). 필명은 남천(南川). 이화 여전 교수를 지내고 8ㆍ15 광복 이후 ≪호남신문≫ 사장과 숙명 여대 이사장을 지냈다. 작품에 시 , , , , 시조집 ≪노산 시조집≫, 저서에 ≪이충무공 일대기≫가 있다."
