"word" "definition"
"터지다" "둘러싸여 막혔던 것이 갈라져서 무너지다. 또는 둘러싸여 막혔던 것이 뚫어지거나 찢어지다."
"터지다" "거죽이나 겉이 벌어져 갈라지다."
"터지다" "혼솔이나 꿰맨 자리가 뜯어져 갈라지다."
"터지다" "막히거나 가려진 것이 없이 탁 트이다."
"터지다" "코피, 봇물 따위가 갑자기 쏟아지다."
"터지다" "불이 붙어 세차게 튀다."
"터지다" "꽃망울이 벌어지기 시작하다."
"터지다" "속으로 참았거나 쌓였던 감정 따위가 북받쳐 나오다."
"터지다" "박수, 웃음, 울음, 소리 따위가 갑자기 한꺼번에 나다."
"터지다" "싸움이나 사건 따위가 갑자기 벌어지거나 일어나다."
"터지다" "축구 경기 따위에서, 득점을 기다리고 있을 때 골이 들어가다."
"터지다" "일이 뜻대로 되지 아니하거나 근심, 걱정 따위로 속이나 가슴이 괴롭거나 아파 오다. "
"터지다" "운수 따위가 한꺼번에 닥치다."
"터지다" "(속되게) 얻어맞거나 매를 맞다."
"터지다" "((일부 형용사 뒤에서 ‘-어 터지다’ 구성으로 쓰여))"
"터지다" "=빠지다02[Ⅱ]."
