"word" "definition"
"정-선" "조선 후기의 화가(1676~1759). 자는 원백(元伯). 호는 겸재(謙齋)ㆍ겸초(兼艸)ㆍ난곡(蘭谷). 국내의 명승고적을 찾아다니면서 진경적(眞景的)인 사생화를 많이 그려 한국적 산수화풍을 세웠다. 작품에 , ,  따위가 있으며, 저서에 ≪도설경해(圖說經解)≫가 있다."
