"word" "definition"
"기계식^필터" "기계적인 진동을 이용하여 전기적 특성을 걸러 내는 기구. 손실이 작은 기계적 소자를 이용하여 구성한, 예민한 차단 특성을 지닌 여파기이다. ≒기계식 여파기."
