"word" "definition"
"티옴킨" "제정 러시아 태생의 미국의 영화 음악 작곡가(1894~1979). 순수 음악을 전공하다가 영화 음악에 몰두하여, ,  등 뛰어난 주제 음악을 많이 작곡하였다."
