"word" "definition"
"티보데" "프랑스의 문예 평론가ㆍ소설가(1874~1936). 창조적인 방법을 사용하여 문예 비평의 새로운 길을 열었다. 평론에 , , 저서에 ≪비평의 생리학≫, ≪프랑스 문학사≫ 따위가 있다."
