"word" "definition"
"유에스에이" "1930년에서 1936년 사이에 미국의 작가 더스패서스가 지은 장편 소설. 제일 차 세계 대전의 전후를 배경으로 산업 자본주의 체제 아래의 미국 사회의 부패상과 인간들의 꿈과 좌절을 그린 것으로, , <1919년>, 의 3부작으로 구성되어 있다."
