"word" "definition"
"도관" "도사가 수도하는, 깊은 산속의 깨끗하고 으슥한 곳."
"도관" "『종교』도교의 사원. 중국 동진(東晉) 때 처음 세웠다고 하나 사원의 성격을 띤 것은 북위(北魏)의 구겸지(寇謙之)가 도교를 발전시키면서부터이다. 우리나라에서는 고구려 때 절을 폐지하고 설치하였다고 하며, 고려 예종 때도 개성에 세웠다고 한다."
