"word" "definition"
"적화^목록" "외국 화물을 실은 선박이 입항할 때 선장이 입항 24시간 안에 작성하여 제출하는 선적 화물의 명세서. 배 이름, 국적, 하인(荷印), 번호, 품명, 출하주(出荷主), 하수인(荷受人), 수량, 무게, 부피 따위를 상세히 기입하여야 한다. ≒적하 목록ㆍ적하 운임 명세 목록ㆍ적화 운임 명세 목록."
