"word" "definition"
"유-치진" "극작가ㆍ연출가(1905~1974). 호는 동랑(東朗). 일본에서 유학하고 돌아와 극예술 연구회를 만들었으며, 국립 극장장ㆍ드라마 센터 소장 등을 지냈다. 작품에 , , ,  따위가 있다."
