"word" "definition"
"배뱅이-굿" "황해도를 중심으로 한 서도 창극의 하나. 한 배우가 여러 역할을  도맡아 창으로 엮어 진행한다. 부모가 처녀로 죽은 배뱅이의 혼령을 위로하는 넋풀이를 하는데 엉터리 박수무당이 교묘한 수단을 써서 거짓  넋풀이를 해 주고 많은 재물을 얻는다는 내용이다."
