"word" "definition"
"산림경찰대" "일제가 만주를 강점한 뒤 산간 지대의 치안 유지와 산림 자원 약탈을 목적으로 조직한 만주국 경찰 무력. 반일 무장 활동이 활발하던 목재소, 산림 철도, 산간 도시나 집단 부락 따위에 주둔하고 있으면서 그에 대한 경비, 또는 반일 무장 세력의 토벌에 참가하였다."
