"word" "definition"
"셰드^수족관" "미국 시카고에 있는 세계 최대의 실내 수족관. 560종, 5,000마리 이상의 희귀하고 화려한 어류들이 전시되어 있으며, 다양한 교육 프로그램도 운영하고 있다."
