"word" "definition"
"다중^싸이온산" "일반식 ‘H2SnO6(n=3, 4, 5, 6)’으로 표시되는 화합물을 통틀어 이르는말. 황화 수소와 이산화 황을 수용액 속에서 반응시키면 여러 가지 혼합물이 생긴다. ≒다중 티온산."
