"word" "definition"
"가래나뭇-과" "쌍떡잎식물 갈래꽃류의 한 과. 북반구의 온대에 40여 종이 분포하며 우리나라에는 가래나무, 굴피나무, 털굴피나무, 호두나무 따위의 4종이 있다. (Juglandaceae) "
