"word" "definition"
"석영" "이산화규소로 이루어진 규산염 광물. 삼방 정계에 속하는 알파형과 육방 정계에 속하는 베타형이 있는데 대개 화강암, 유문암, 변성암, 퇴적암 따위에 들어 있다. 유리 광택이 있으며, 무색의 순수한 것은 수정이라고 한다. 광학 기계, 유리, 도기 따위를 만드는 데 쓴다. ≒차돌「1」."
