"word" "definition"
"십팔-천" "삼십삼천(三十三天) 가운데 색계(色界)에 있는 열여덟 하늘. 초선천(初禪天)인 범중천(梵衆天), 범보천(梵輔天), 대범천(大梵天), 이선천(二禪天)인 소광천(少光天), 무량광천(無量光天), 광음천(光音天), 삼선천(三禪天)인 소정천(少淨天), 무량정천(無量淨天), 변정천(遍淨天), 사선천(四禪天)인 무운천(無雲天), 복생천(福生天), 광과천(廣果天), 무상천(無想天), 무번천(無煩天), 무열천(無熱天), 선견천(善見天), 선현천(善現天), 색구경천(色究竟天)이다."
