"word" "definition"
"후베르투스부르크^조약" "1763년에 프로이센과 오스트리아가 맺은 칠 년 전쟁 종결 조약. 프로이센은 슐레지엔을 영유(領有)하고, 대신 오스트리아 대공(大公) 요제프(Joseph)를 장래의 신성 로마 황제로 선출할 것을 약속하였다."
