"word" "definition"
"졸라" "프랑스의 소설가ㆍ비평가(1840~1902). 자연주의 문학을 확립하였으며, 사회의 어두운 면이나 군중의 집단적인 심리를 세밀하게 묘사하였다. 작품에 , ,  따위가 있고, 저서에 ≪실험 소설론≫, ≪자연주의 소설가≫ 따위가 있다."
