"word" "definition"
"세잎-양지꽃" "장미과의 여러해살이풀. 줄기는 높이가 50cm 정도이며, 잎은 뿌리에서 나온다. 3~4월에 누런색 꽃이 취산(聚繖) 화서로 줄기 끝에 피고 열매는 수과(瘦果)로 주름이 있다. 산과 들에 나는데 한국, 일본, 아무르 등지에 분포한다. (Potentilla freyniana)"
