"word" "definition"
"라이트-급" "권투ㆍ레슬링ㆍ역도 따위 체급 경기에서, 선수의 몸무게에 따라 분류한 등급의 하나. 권투에서는 아마추어의 경우 57~60kg, 프로의 경우 58.98~61.23kg, 레슬링에서는 아마추어 국제 경기의 경우 68kg 이하, 역도에서는 61~67.5kg급이다."
