"word" "definition"
"경점" "『불교』절에서 초경(初更), 이경(二更), 삼경(三更), 사경(四更), 오경(五更)에 맞추어 치는 종."
"경점" "『역사』조선 시대에, 북이나 징을 쳐서 알려 주던 시간. 하룻밤의 시간을 다섯 경(更)으로 나누고, 한 경은 다섯 점(點)으로 나누어서, 매 경을 알릴 때에는 북을, 점을 알릴 때에는 징을 쳤다."
