"word" "definition"
"알칼리성^식품" "몸 안에서 소화 흡수된 다음, 체액의 염기성을 높이는 식품. 나트륨ㆍ칼륨ㆍ칼슘ㆍ마그네슘 따위의 금속 원소를 많이 함유하고 있으며, 야채ㆍ과일ㆍ우유 따위가 이에 속한다."
