"word" "definition"
"신호^필름" "화면이 시작하는 필름 앞부분에 연결한 필름. 영화에서 대사 녹음을 할 때에, 화면에 맞게 정확히 녹음을 시작하기 위한 것으로 ‘녹음’, ‘준비’, ‘1, 2, 3’이라는 자막 글자와 함께 ‘삑’ 하는 소리가 녹음되어 있다. "
