"word" "definition"
"플라이트" "비행기의 정기 비행."
"플라이트" "『운동』스키에서, 점프대에서 뛰어오르는 일."
"플라이트" "『운동』육상의 장애물 달리기에서, 장애물을 뛰어넘는 일."
