"word" "definition"
"김-득신" "조선 후기의 화가(1754~1822). 자는 현보(賢輔). 호는 긍재(兢齋)ㆍ홍월헌(弘月軒). 인물화를 잘 그렸다. 작품에 , ,  따위가 있다."
