"word" "definition"
"자음" "목, 입, 혀 따위의 발음 기관에 의해 구강 통로가 좁아지거나 완전히 막히는 따위의 장애를 받으며 나는 소리. 자음은 조음 위치와 조음 방법에 따라서 분류할 수 있는데, 국어의 경우에 조음 위치에 따른 자음의 부류는 양순음(ㅂ, ㅃ, ㅍ, ㅁ), 치조음(ㄷ, ㄸ, ㅌ, ㅅ, ㅆ, ㄴ, ㄹ), 경구개음(ㅈ, ㅉ, ㅊ), 연구개음(ㄱ, ㄲ, ㅋ, ㅇ), 성문음(ㅎ)이 있으며, 조음 방법에 따른 부류는 파열음(ㅂ, ㅃ, ㅍ, ㄷ, ㄸ, ㅌ, ㄱ, ㄲ, ㅋ), 파찰음(ㅈ, ㅉ, ㅊ), 마찰음(ㅅ, ㅆ, ㅎ), 유음(ㄹ), 비음(ㄴ, ㅁ, ㅇ)이 있다. ≒닿소리ㆍ부음01."
